name	dist_sep	flux	flux_err	eflux	eflux_err	index	index_err	gal_pref	gal_pref_err	iso_norm	iso_norm_err	flux_ul	eflux_ul	TS
GZ587741490352292316	0.263	3.21e-11	2e-11	3.56e-07	2.47e-07	1.76	0.34	0.91	0.06	1.17	0.1	6.16e-11	6.83e-07	11.36
UN588017604136599726	0.351	3.53e-11	1.74e-11	2.72e-07	1.66e-07	1.9	0.29	0.88	0.14	1.05	0.13	6.32e-11	4.87e-07	11.36
GZ587739646739677245	0.0	8.07e-11	2.71e-11	1.07e-07	3.61e-08	5.0	0.03	0.93	0.06	1.17	0.07	1.27e-10	1.69e-07	11.33
GZ587729781199667607	0.213	5.45e-11	2.18e-11	1.82e-07	8.54e-08	2.37	0.35	0.99	0.04	1.01	0.06	8.97e-11	3e-07	11.32
UN587739406243397728	0.436	5.81e-11	2.14e-11	1.9e-07	9.63e-08	2.38	0.37	1.21	0.12	0.95	0.12	9.43e-11	3.08e-07	11.3
UN587736620397101101	0.099	4e-11	1.92e-11	2.5e-07	1.44e-07	2.0	0.3	0.88	0.03	1.13	0.06	7.01e-11	4.38e-07	11.27
RCS2143_10547	0.0	1.07e-10	3.59e-11	1.81e-07	6.56e-08	3.45	0.65	0.99	0.03	1.04	0.08	1.69e-10	2.84e-07	11.19
GZ587741727115706535	0.246	2.84e-11	1.77e-11	2.9e-07	1.89e-07	1.79	0.34	1.03	0.09	1.07	0.1	5.38e-11	5.5e-07	11.16
GZ587727942955827420	0.08	1.8e-11	2.58e-11	4.61e-07	1.01e-06	1.45	0.28	1.08	0.06	0.92	0.1	3.8e-11	9.75e-07	11.04
GZ588016878291714208	0.087	4.17e-11	2.28e-11	2.59e-07	1.58e-07	2.0	0.34	1.1	0.05	0.92	0.1	7.65e-11	4.75e-07	10.98
GZ587730772806205680	0.435	1.2e-10	4.04e-11	2.04e-07	7.38e-08	3.41	0.61	1.02	0.04	0.78	0.11	1.88e-10	3.21e-07	10.96
GZ587724198819791015	0.41	4.52e-11	2.36e-11	2.61e-07	1.49e-07	2.04	0.33	1.14	0.04	0.81	0.1	8.1e-11	4.68e-07	10.9
RCS0357_05616	0.092	5.59e-11	2.57e-11	2.42e-07	1.23e-07	2.19	0.32	0.91	0.04	1.12	0.08	9.62e-11	4.16e-07	10.8
UN587732482762998026	0.213	4.76e-11	2.05e-11	1.61e-07	7.76e-08	2.36	0.38	0.9	0.08	1.01	0.09	7.99e-11	2.7e-07	10.76
GZ587741815710285868	0.402	6.73e-11	2.77e-11	1.94e-07	7.82e-08	2.49	0.2	0.96	0.04	1.23	0.05	1.11e-10	3.19e-07	10.75
UN587735044690477141	0.302	5.15e-11	2.42e-11	1.85e-07	9.29e-08	2.31	0.38	1.14	0.07	0.79	0.08	8.9e-11	3.19e-07	10.73
GZ587742012748529726	0.272	5.75e-11	2.31e-11	2.02e-07	1.02e-07	2.33	0.35	0.82	0.05	1.21	0.06	9.59e-11	3.37e-07	10.72
GZ587733442118811917	0.379	5.32e-11	2.14e-11	1.63e-07	8.12e-08	2.44	0.44	0.94	0.08	1.13	0.1	8.74e-11	2.69e-07	10.71
GZ587742061590872305	0.3	7.99e-11	3.04e-11	1.9e-07	7.68e-08	2.71	0.41	1.18	0.07	0.81	0.12	1.3e-10	3.1e-07	10.71
GZ587736916758233444	0.165	2.29e-11	2.12e-11	3.1e-07	2.2e-07	1.68	0.43	0.78	0.04	1.52	0.11	4.82e-11	6.53e-07	10.62
GZ587725039554068634	0.294	8.45e-11	3.52e-11	1.68e-07	6.2e-08	3.01	0.39	0.73	0.03	1.49	0.05	1.36e-10	2.69e-07	10.61
GZ587735661010747524	0.405	5.1e-11	2.27e-11	1.74e-07	9.27e-08	2.35	0.44	0.97	0.11	0.96	0.1	8.64e-11	2.94e-07	10.59
UN587732137000370323	0.463	4.59e-11	1.93e-11	1.76e-07	9.23e-08	2.27	0.35	1.37	0.12	0.76	0.12	7.73e-11	2.95e-07	10.54
RCS0133_03522	0.427	6.75e-11	2.67e-11	1.82e-07	8.18e-08	2.56	0.41	1.0	0.06	1.01	0.08	1.11e-10	3e-07	10.49
GZ588013384352792733	0.433	6.79e-11	2.36e-11	1.09e-07	4.35e-08	3.65	0.84	1.29	0.1	0.8	0.09	1.09e-10	1.74e-07	10.47
GZ587734949665767519	0.119	6.87e-11	3e-11	2.33e-07	1.1e-07	2.36	0.36	1.32	0.06	0.67	0.1	1.16e-10	3.92e-07	10.46
GZ587741602023211175	0.475	7.4e-11	2.79e-11	1.62e-07	6.56e-08	2.83	0.49	1.33	0.1	0.85	0.1	1.2e-10	2.63e-07	10.45
GZ587739843775496345	0.398	5.57e-11	2.64e-11	2.26e-07	1.14e-07	2.23	0.34	0.86	0.04	1.36	0.1	9.65e-11	3.91e-07	10.44
GZ587739844851925247	0.264	8.61e-11	3.5e-11	2.07e-07	7.65e-08	2.69	0.25	0.98	0.03	1.12	0.07	1.38e-10	3.32e-07	10.42
GZ587736542548000905	0.382	4.15e-11	2.9e-11	2.65e-07	1.59e-07	1.99	0.42	0.77	0.05	1.45	0.11	7.77e-11	4.96e-07	10.42
UN588017605768511668	0.435	5.5e-11	4.63e-11	1.46e-07	1.82e-07	2.57	0.46	0.82	0.09	1.14	0.09	9.08e-11	2.42e-07	10.38
RCS1514_07677	0.0	1.16e-10	4.73e-11	1.54e-07	6.32e-08	5.0	0.01	0.83	0.04	1.33	0.09	1.82e-10	2.43e-07	10.36
GZ587735428546953331	0.395	5.03e-11	2.04e-11	1.7e-07	8.37e-08	2.36	0.35	1.26	0.09	0.77	0.09	8.41e-11	2.85e-07	10.36
GZ587738570851876963	0.461	8.02e-11	2.91e-11	1.68e-07	6.87e-08	2.91	0.53	0.89	0.05	1.21	0.08	1.29e-10	2.7e-07	10.36
GZ587742568399569006	0.157	7.77e-11	3.88e-11	1.03e-07	5.22e-08	5.0	0.09	1.18	0.07	1.02	0.07	1.25e-10	1.66e-07	10.35
GZ587734861611139210	0.273	8.15e-11	3.05e-11	1.83e-07	7.48e-08	2.79	0.45	1.24	0.07	0.95	0.11	1.32e-10	2.97e-07	10.2
GZ588016878292631763	0.438	8.37e-11	2.96e-11	1.11e-07	3.94e-08	5.0	0.01	1.06	0.05	0.94	0.08	1.34e-10	1.79e-07	10.19
UN587732136997224571	0.488	3.84e-11	1.87e-11	2e-07	1.2e-07	2.09	0.37	1.49	0.11	0.68	0.1	6.66e-11	3.46e-07	10.19
UN587725993040871781	0.063	1.97e-11	1.57e-11	3.26e-07	2.28e-07	1.61	0.38	0.98	0.04	1.07	0.07	4.02e-11	6.67e-07	10.19
GZ587745539969581436	0.244	6.04e-11	2.55e-11	2.09e-07	1.07e-07	2.34	0.37	1.16	0.07	0.79	0.11	1.02e-10	3.53e-07	10.15
GZ587739845385912492	0.485	6.96e-11	2.9e-11	2.08e-07	9.15e-08	2.46	0.38	0.82	0.04	1.4	0.1	1.15e-10	3.44e-07	10.15
GZ587741829652283518	0.21	8.63e-11	3.53e-11	1.25e-07	5.7e-08	4.22	0.63	0.95	0.04	1.23	0.05	1.39e-10	2.01e-07	10.12
GZ587742062149697684	0.352	5.26e-11	2.52e-11	2.05e-07	1.16e-07	2.26	0.44	0.87	0.04	1.21	0.05	9.02e-11	3.51e-07	10.0
GZ588010879835766880	0.12	4.86e-11	2.41e-11	2.09e-07	1.15e-07	2.2	0.36	0.9	0.05	1.09	0.09	8.65e-11	3.72e-07	9.93
UN587732135916339329	0.0	1.75e-11	2.48e-11	2.67e-07	1.83e-07	1.64	0.42	0.88	0.06	1.1	0.05	3.6e-11	5.48e-07	9.89
GZ587727942423281860	0.223	5.21e-11	2.45e-11	2.46e-07	1.48e-07	2.14	0.36	1.06	0.04	1.0	0.07	9.12e-11	4.31e-07	9.87
UN587732482227044456	0.325	1.05e-11	1.26e-11	3.36e-07	3.05e-07	1.37	0.62	0.85	0.07	1.1	0.08	2.38e-11	7.67e-07	9.86
UN587728930269954093	0.248	2.88e-11	2.04e-11	1.99e-07	1.35e-07	1.95	0.44	0.99	0.08	1.0	0.09	5.51e-11	3.82e-07	9.82
GZ588298662504628336	0.414	4.31e-12	8.87e-12	5.53e-07	5.9e-07	0.74	1.81	1.2	0.08	0.88	0.08	1.1e-11	1.4e-06	9.8
UN587725816419254296	0.174	1.3e-11	1.05e-11	2.29e-07	1.84e-07	1.58	0.4	1.01	0.09	1.13	0.09	2.81e-11	4.98e-07	9.77
RCS2143_11625	0.0	9.9e-11	3.54e-11	1.32e-07	4.71e-08	5.0	0.0	1.09	0.04	0.75	0.1	1.59e-10	2.12e-07	9.66
GZ587742062693515445	0.084	5.22e-11	2.33e-11	2.34e-07	1.28e-07	2.17	0.33	0.57	0.03	1.58	0.05	8.95e-11	4.01e-07	9.65
RCS0047_00217	0.38	6.29e-11	2.82e-11	1.99e-07	9.9e-08	2.41	0.42	0.93	0.05	1.12	0.07	1.08e-10	3.41e-07	9.65
GZ587725590381854969	0.4	3.52e-11	1.88e-11	2.08e-07	1.23e-07	2.02	0.34	1.09	0.05	1.05	0.09	6.33e-11	3.74e-07	9.62
GZ588017606285721719	0.485	2.88e-11	1.9e-11	1.9e-07	1.22e-07	1.97	0.38	1.13	0.13	0.88	0.12	5.6e-11	3.69e-07	9.62
RCS0310_03595	0.0	7.55e-11	2.93e-11	1.03e-07	4.38e-08	4.73	0.82	0.98	0.04	0.9	0.06	1.23e-10	1.67e-07	9.62
RCS1040_06289	0.0	5.86e-11	2.16e-11	7.8e-08	2.89e-08	5.0	0.01	1.0	0.14	0.95	0.12	9.56e-11	1.27e-07	9.61
UN588017603610607665	0.273	6.06e-11	2.56e-11	8.06e-08	3.41e-08	5.0	0.01	1.38	0.11	0.75	0.11	9.88e-11	1.31e-07	9.58
GZ587741708861243451	0.423	7.71e-11	2.95e-11	1.63e-07	6.7e-08	2.89	0.49	0.94	0.05	1.11	0.1	1.27e-10	2.68e-07	9.55
GZ588017704003764277	0.412	7.04e-11	3.28e-11	1.53e-07	6.33e-08	2.84	0.31	1.08	0.04	1.1	0.05	1.18e-10	2.57e-07	9.53
GZ588017704002584604	0.461	2.4e-11	1.71e-10	2.51e-07	4.9e-07	1.78	2.06	1.03	0.03	1.2	0.03	4.98e-11	5.22e-07	9.53
RCS1514_07614	0.0	9.03e-11	3.4e-11	1.64e-07	6.34e-08	3.22	0.66	0.85	0.03	1.31	0.08	1.47e-10	2.67e-07	9.52
UN587741533322674321	0.476	2.7e-11	1.88e-11	3.04e-07	2.23e-07	1.75	0.4	1.04	0.1	1.13	0.1	5.23e-11	5.88e-07	9.52
RCS0133_03378	0.089	4.8e-11	2.58e-11	2.01e-07	1.16e-07	2.21	0.42	1.09	0.07	0.9	0.09	8.65e-11	3.62e-07	9.5
RCS0133_01809	0.436	5.24e-11	2.99e-11	2.29e-07	1.29e-07	2.19	0.43	1.16	0.05	0.86	0.07	9.35e-11	4.09e-07	9.48
RCS0047_01140	0.333	3.61e-11	2.33e-11	2.59e-07	1.79e-07	1.94	0.4	0.94	0.04	1.13	0.06	6.95e-11	4.97e-07	9.47
GZ587724231565180996	0.376	3.3e-11	1.94e-11	2.8e-07	1.86e-07	1.86	0.32	1.02	0.04	0.98	0.1	6.36e-11	5.39e-07	9.46
RCS1645_10040	0.0	3.57e-11	2.09e-11	1.76e-07	1.03e-07	2.12	0.4	0.91	0.05	1.13	0.07	6.55e-11	3.22e-07	9.43
UN587728931879911566	0.283	2.8e-11	1.69e-11	2.19e-07	1.53e-07	1.9	0.36	1.01	0.06	0.98	0.07	5.41e-11	4.23e-07	9.41
GZ587733411525361855	0.108	1.75e-11	1.1e-11	2.56e-07	1.91e-07	1.65	0.32	0.94	0.07	1.12	0.09	3.52e-11	5.14e-07	9.41
GZ588023720708079790	0.218	6.63e-11	2.75e-11	1.99e-07	9.21e-08	2.46	0.37	0.48	0.03	2.03	0.07	1.11e-10	3.34e-07	9.39
GZ587722982817661105	0.302	9.09e-11	3.5e-11	1.76e-07	7.16e-08	3.06	0.65	0.93	0.04	1.2	0.1	1.48e-10	2.87e-07	9.37
GZ587731513691078744	0.439	8.36e-11	3.52e-11	1.99e-07	8.3e-08	2.71	0.48	0.91	0.02	1.15	0.06	1.39e-10	3.3e-07	9.37
RCS2329_13013	0.09	5.78e-11	2.62e-11	2.12e-07	1.13e-07	2.3	0.36	0.91	0.05	1.09	0.1	1.01e-10	3.69e-07	9.33
GZ587738195585794088	0.408	2.49e-11	1.86e-11	2.9e-07	2.04e-07	1.74	0.4	1.05	0.02	0.83	0.06	4.87e-11	5.68e-07	9.33
UN588017603604447335	0.495	2.38e-11	1.62e-11	2.17e-07	1.6e-07	1.83	0.38	1.08	0.13	1.0	0.12	4.82e-11	4.4e-07	9.3
GZ587742627451699301	0.0	8.63e-11	3.13e-11	1.26e-07	4.95e-08	4.14	0.82	0.9	0.05	1.24	0.1	1.4e-10	2.05e-07	9.28
GZ587727944032190618	0.25	2.64e-11	2.43e-11	2.49e-07	1.82e-07	1.82	0.46	1.07	0.04	0.93	0.07	5.63e-11	5.32e-07	9.27
GZ588007004188114991	0.379	4.54e-11	2.09e-11	1.41e-07	7.22e-08	2.43	0.48	0.93	0.09	1.2	0.1	7.71e-11	2.4e-07	9.25
UN587729386620321927	0.307	9.14e-12	1.05e-11	4.25e-07	3.46e-07	1.23	0.51	1.29	0.11	0.85	0.1	2.23e-11	1.04e-06	9.22
GZ587736916217692365	0.334	3.45e-11	2.2e-11	3.1e-07	2.02e-07	1.84	0.33	0.82	0.04	1.4	0.09	6.68e-11	6.01e-07	9.19
RCS2143_12799	0.431	1.9e-11	2.19e-11	3.02e-07	2.9e-07	1.62	0.62	1.05	0.03	0.82	0.09	4.24e-11	6.73e-07	9.18
GZ588017702409666674	0.485	6.7e-11	2.94e-11	1.94e-07	8.78e-08	2.49	0.38	1.0	0.06	1.05	0.12	1.14e-10	3.3e-07	9.18
GZ587736542026400126	0.408	9.59e-11	4.58e-11	1.28e-07	6.17e-08	5.0	0.08	0.94	0.03	1.02	0.09	1.56e-10	2.07e-07	9.16
RCS0357_05779	0.213	4.56e-11	2.32e-11	2.65e-07	1.65e-07	2.03	0.35	0.93	0.04	1.11	0.08	8.18e-11	4.75e-07	9.15
GZ588015509823619090	0.197	4.63e-11	2.61e-11	2.2e-07	1.32e-07	2.14	0.4	0.91	0.03	1.13	0.05	8.43e-11	4.01e-07	9.15
GZ587742614559522990	0.286	7.46e-11	3.02e-11	1.72e-07	7.21e-08	2.75	0.45	0.81	0.03	1.54	0.1	1.24e-10	2.86e-07	9.13
GZ587734689814937890	0.456	6.06e-11	2.64e-11	2.05e-07	1.04e-07	2.36	0.36	0.92	0.05	1.17	0.11	1.04e-10	3.52e-07	9.12
GZ587729774217461967	0.13	5.99e-11	2.68e-11	2.34e-07	1.25e-07	2.25	0.33	0.85	0.05	1.25	0.11	1.04e-10	4.07e-07	9.08
RCS0357_05882	0.409	7.72e-11	3.3e-11	1.68e-07	7.12e-08	2.84	0.61	0.86	0.03	1.27	0.07	1.28e-10	2.8e-07	9.08
UN587735743150227548	0.29	5.67e-11	2.25e-11	1.29e-07	5.49e-08	2.77	0.44	0.73	0.05	1.3	0.06	9.45e-11	2.15e-07	9.06
UN587738615416160350	0.38	7.07e-11	3.53e-11	1.24e-07	5.12e-08	3.32	0.59	1.18	0.05	0.98	0.05	1.16e-10	2.04e-07	9.05
GZ587731889502683318	0.403	3.44e-11	1.87e-11	1.54e-07	9.27e-08	2.17	0.42	1.14	0.11	0.87	0.1	6.19e-11	2.77e-07	9.04
UN587739720291319899	0.246	5.98e-11	2.53e-11	1.26e-07	5.06e-08	2.9	0.3	1.14	0.07	0.93	0.06	9.93e-11	2.08e-07	9.03
RCS2329_13045	0.0	8.25e-11	3.08e-11	1.1e-07	4.11e-08	5.0	0.0	0.96	0.05	1.02	0.11	1.36e-10	1.81e-07	8.97
GZ587730817360330986	0.147	2.53e-11	2.16e-11	3.25e-07	2.54e-07	1.7	0.44	0.96	0.04	1.04	0.1	5.26e-11	6.76e-07	8.97
GZ587745404153954318	0.429	8.18e-11	3.1e-11	1.59e-07	6.79e-08	3.05	0.62	1.22	0.06	0.83	0.1	1.34e-10	2.62e-07	8.96
GZ587736919970939223	0.245	5.11e-11	2.74e-11	1.89e-07	9.78e-08	2.29	0.43	1.03	0.03	0.8	0.07	9.03e-11	3.34e-07	8.91
RCS0357_04956	0.468	7.28e-11	3.06e-11	2.2e-07	1.09e-07	2.45	0.41	0.91	0.03	1.04	0.08	1.23e-10	3.7e-07	8.88
RCS0310_04684	0.2	7.57e-11	3.81e-11	1.37e-07	5.66e-08	3.24	0.54	1.02	0.03	0.82	0.05	1.25e-10	2.25e-07	8.87
UN587731869093003366	0.093	5.52e-11	2.19e-11	1.17e-07	5.14e-08	2.89	0.57	0.95	0.13	1.04	0.11	9.2e-11	1.94e-07	8.86
GZ587738616490754180	0.439	6.65e-11	2.51e-11	1e-07	4.08e-08	3.95	0.9	1.43	0.12	0.75	0.12	1.1e-10	1.66e-07	8.83
UN588011124120748117	0.156	4.59e-11	2.04e-11	1.32e-07	6.64e-08	2.5	0.49	0.99	0.1	1.19	0.1	7.82e-11	2.25e-07	8.83
RCS0133_03518	0.097	5.83e-11	2.53e-11	1.81e-07	9.41e-08	2.43	0.41	1.02	0.05	0.99	0.07	1e-10	3.11e-07	8.83
RCS1645_09925	0.0	2.19e-11	1.49e-11	2.88e-07	1.99e-07	1.69	0.34	0.72	0.05	1.32	0.07	4.33e-11	5.69e-07	8.77
RCS0357_05714	0.0	4.05e-11	2.29e-11	2.74e-07	1.88e-07	1.96	0.37	0.87	0.03	1.24	0.07	7.55e-11	5.1e-07	8.74
GZ588013382721208796	0.013	2.41e-11	1.61e-10	2.38e-07	3.75e-07	1.8	2.07	1.06	0.03	1.01	0.05	4.93e-11	4.87e-07	8.71
RCS2143_12891	0.416	4.71e-11	3.08e-11	2.24e-07	1.29e-07	2.14	0.44	1.06	0.03	0.77	0.09	8.77e-11	4.16e-07	8.7
GZ587728668803006587	0.29	7.59e-11	2.88e-11	1.01e-07	3.83e-08	5.0	0.0	1.09	0.05	0.86	0.11	1.25e-10	1.66e-07	8.69
RCS0047_01016	0.263	1.48e-11	1.45e-11	2.95e-07	2.49e-07	1.54	0.46	0.93	0.04	1.1	0.06	3.46e-11	6.88e-07	8.68
UN587725469596778656	0.197	2.07e-11	1.73e-11	2.38e-07	1.73e-07	1.74	0.39	0.96	0.04	1.01	0.06	4.41e-11	5.06e-07	8.65
UN587734623787155600	0.054	2.72e-11	1.88e-11	1.83e-07	1.27e-07	1.96	0.43	0.96	0.13	0.94	0.12	5.29e-11	3.56e-07	8.63
UN588018055647723632	0.251	4.81e-11	2.06e-11	1.1e-07	4.91e-08	2.76	0.53	1.25	0.09	0.88	0.09	8.16e-11	1.87e-07	8.63
UN587732153104007292	0.47	4.76e-11	2.41e-11	1.76e-07	9.65e-08	2.29	0.42	1.02	0.08	0.97	0.08	8.39e-11	3.1e-07	8.62
RCS1303_06994	0.0	9.53e-11	3.65e-11	1.6e-07	6.33e-08	3.47	0.68	0.91	0.05	1.12	0.11	1.57e-10	2.64e-07	8.58
UN587736751931719935	0.045	4.83e-11	2.14e-11	1.86e-07	1.02e-07	2.27	0.37	0.86	0.04	1.03	0.06	8.31e-11	3.2e-07	8.57
UN587729652889158023	0.307	3.6e-11	1.99e-11	1.63e-07	9.7e-08	2.17	0.38	0.99	0.03	0.98	0.06	6.68e-11	3.02e-07	8.55
UN587733423870574698	0.222	5.22e-11	2.12e-11	1.14e-07	5.02e-08	2.83	0.51	1.28	0.11	0.89	0.11	8.77e-11	1.92e-07	8.53
GZ587742013295231243	0.115	6.1e-11	2.79e-11	1.9e-07	9.34e-08	2.42	0.41	0.52	0.04	1.8	0.06	1.05e-10	3.27e-07	8.52
GZ587732484357161015	0.317	4.1e-11	1.89e-11	1.49e-07	8.49e-08	2.31	0.41	1.23	0.1	0.84	0.1	7.18e-11	2.6e-07	8.49
GZ588010358543876313	0.162	5.82e-11	3.9e-11	2.4e-07	1.33e-07	2.22	0.5	0.96	0.04	1.34	0.08	1.05e-10	4.36e-07	8.49
RCS1613_09458	0.037	4.04e-11	2.01e-11	1.45e-07	7.77e-08	2.31	0.42	1.0	0.06	1.14	0.08	7.11e-11	2.55e-07	8.48
GZ588023240743518273	0.381	8.08e-11	3.06e-11	1.07e-07	4.08e-08	5.0	0.0	1.04	0.06	1.05	0.1	1.34e-10	1.78e-07	8.47
RCS2338_14329	0.109	2.47e-12	2.03e-11	3.73e-07	4.01e-06	0.63	2.0	1.01	0.01	0.88	0.01	8.15e-12	1.23e-06	8.45
UN588017110221717620	0.454	3.87e-11	2.47e-11	1.77e-07	8.94e-08	2.16	0.28	1.43	0.05	0.75	0.05	6.96e-11	3.19e-07	8.43
UN587732154183123122	0.413	2.27e-11	1.24e-11	2.4e-07	1.82e-07	1.78	0.33	1.09	0.14	0.89	0.12	4.35e-11	4.6e-07	8.41
GZ587725591455203539	0.173	5.93e-11	2.27e-11	8.74e-08	3.8e-08	4.1	1.01	1.14	0.05	0.98	0.09	9.83e-11	1.45e-07	8.41
UN587732054321201168	0.172	1.71e-11	1.46e-11	2.92e-07	2.46e-07	1.6	0.44	1.13	0.11	0.83	0.12	3.68e-11	6.3e-07	8.36
GZ588848899918659723	0.269	5.57e-11	2.61e-11	2.42e-07	1.38e-07	2.19	0.34	0.83	0.05	1.29	0.1	9.82e-11	4.27e-07	8.34
GZ587741601497809050	0.092	4.17e-11	2.2e-11	1.6e-07	9.05e-08	2.27	0.41	1.07	0.08	1.06	0.08	7.58e-11	2.9e-07	8.3
GZ587739646203461679	0.484	4.57e-11	2.32e-11	1.68e-07	9.63e-08	2.3	0.44	0.94	0.07	1.22	0.07	8.16e-11	2.99e-07	8.29
GZ588018253228736638	0.405	1.97e-11	1.83e-11	2.72e-07	2.01e-07	1.67	0.43	1.03	0.03	1.08	0.09	4.26e-11	5.89e-07	8.28
GZ587731187273105471	0.432	1.59e-11	1.69e-11	3.34e-07	2.91e-07	1.52	0.52	0.95	0.05	0.94	0.11	3.68e-11	7.71e-07	8.26
GZ588017704010449078	0.459	5.12e-11	2.73e-11	2.05e-07	1.13e-07	2.24	0.39	1.02	0.06	1.04	0.1	9.24e-11	3.71e-07	8.25
GZ587726877271982363	0.222	6.01e-11	3.04e-11	2.22e-07	1.23e-07	2.29	0.41	0.86	0.04	1.24	0.09	1.07e-10	3.96e-07	8.22
GZ587736920508334307	0.184	2.8e-11	2.17e-11	1.9e-07	1.29e-07	1.96	0.46	1.06	0.03	0.77	0.07	5.55e-11	3.77e-07	8.2
GZ587732702322622625	0.128	6.55e-11	2.84e-11	1.69e-07	8.16e-08	2.61	0.48	1.04	0.04	0.95	0.08	1.12e-10	2.89e-07	8.19
GZ587733197844578429	0.44	3.3e-11	1.74e-11	1.55e-07	9.19e-08	2.15	0.36	1.19	0.12	0.92	0.11	6.03e-11	2.83e-07	8.18
UN587739304221605914	0.412	1.84e-11	1.8e-11	2.15e-07	1.46e-07	1.74	0.3	0.98	0.06	0.98	0.06	3.85e-11	4.49e-07	8.17
UN587739610233110623	0.274	6.32e-11	2.47e-11	9.22e-08	3.88e-08	4.17	1.19	1.03	0.1	1.13	0.1	1.06e-10	1.55e-07	8.17
GZ587742062126760270	0.0	8.16e-11	3.77e-11	1.09e-07	5.03e-08	5.0	0.01	1.13	0.06	0.89	0.11	1.36e-10	1.81e-07	8.16
RCS2338_14764	0.066	5.33e-11	2.52e-11	1.87e-07	1.06e-07	2.33	0.41	1.01	0.08	0.85	0.1	9.43e-11	3.31e-07	8.15
UN587739408378429636	0.331	6.55e-11	2.84e-11	8.72e-08	3.8e-08	5.0	0.01	1.01	0.08	0.94	0.09	1.11e-10	1.47e-07	8.15
GZ587742061093191782	0.329	8.45e-11	3.24e-11	1.12e-07	4.31e-08	5.0	0.0	0.83	0.03	1.48	0.1	1.4e-10	1.86e-07	8.15
GZ587738572998049817	0.164	6.89e-12	7.98e-12	2.32e-07	2.33e-07	1.35	0.58	0.97	0.12	1.03	0.11	1.8e-11	6.07e-07	8.14
RCS1514_08144	0.0	7.05e-12	6.3e-12	3.93e-07	3.56e-07	1.16	0.48	0.85	0.03	1.21	0.09	1.74e-11	9.71e-07	8.14
GZ587739721376989325	0.0	7.84e-11	3.04e-11	1.17e-07	5.38e-08	4.01	1.17	0.8	0.04	1.28	0.08	1.3e-10	1.94e-07	8.12
RCS0133_02879	0.158	6.89e-11	3.73e-11	9.16e-08	4.98e-08	5.0	0.03	1.19	0.08	0.81	0.1	1.16e-10	1.55e-07	8.11
GZ587728931337732332	0.391	5.87e-11	2.56e-11	1.53e-07	7.15e-08	2.6	0.41	1.11	0.05	0.81	0.1	1.01e-10	2.64e-07	8.1
GZ587742615635755157	0.115	3.51e-11	2.3e-11	2.49e-07	1.59e-07	1.94	0.35	0.76	0.03	1.72	0.09	6.9e-11	4.89e-07	8.1
GT1237652900234133595	0.466	3.54e-11	1.99e-11	2.87e-07	2.01e-07	1.88	0.33	0.9	0.03	1.09	0.08	6.72e-11	5.45e-07	8.09
GZ587742012751741102	0.148	6.75e-11	2.81e-11	1.47e-07	6.69e-08	2.84	0.56	0.96	0.05	1.07	0.06	1.14e-10	2.48e-07	8.09
GZ587739406256505031	0.055	2.62e-11	1.65e-11	1.69e-07	1.16e-07	1.99	0.38	0.48	0.03	1.45	0.04	5.15e-11	3.31e-07	8.08
GZ587741724964094066	0.207	6.35e-11	3.48e-10	8.44e-08	4.65e-07	5.0	0.14	1.44	0.03	0.82	0.02	1.07e-10	1.42e-07	8.05
UN587739408378888225	0.365	4.02e-11	2.07e-11	1.93e-07	1.21e-07	2.13	0.37	1.05	0.08	0.93	0.09	7.33e-11	3.51e-07	8.0
RCS0133_02622	0.47	4.46e-11	2.22e-11	1.98e-07	1.19e-07	2.18	0.35	1.03	0.06	0.97	0.09	8.13e-11	3.61e-07	7.98
RCS1514_08989	0.0	9.03e-11	3.66e-11	1.54e-07	6.72e-08	3.42	1.09	1.01	0.03	0.8	0.1	1.51e-10	2.56e-07	7.96
UN587736962920546483	0.149	7.63e-11	3.01e-11	1.01e-07	4.02e-08	5.0	0.0	0.59	0.05	1.36	0.05	1.27e-10	1.69e-07	7.95
GZ587741726580539523	0.428	3.11e-11	2.2e-11	2.26e-07	1.68e-07	1.93	0.45	0.91	0.05	1.16	0.06	6.05e-11	4.39e-07	7.93
NGC3758	0.326	6.6e-11	3.1e-11	9.05e-08	3.81e-08	4.68	1.55	1.21	0.05	1.1	0.05	1.11e-10	1.53e-07	7.92
RCS0310_04807	0.195	7.49e-11	3.59e-11	9.97e-08	4.79e-08	5.0	0.01	0.95	0.04	0.97	0.1	1.26e-10	1.67e-07	7.92
GZ587728308024508601	0.332	6.07e-11	2.89e-11	1.76e-07	9.01e-08	2.49	0.46	1.15	0.06	1.1	0.1	1.07e-10	3.1e-07	7.91
GZ587742576991731745	0.445	6.39e-11	2.71e-11	1.6e-07	7.45e-08	2.64	0.41	0.77	0.04	1.45	0.09	1.09e-10	2.74e-07	7.89
GZ587736584972337487	0.142	3.88e-11	2.36e-11	2.1e-07	1.37e-07	2.07	0.43	0.88	0.04	1.1	0.06	7.21e-11	3.89e-07	7.83
GZ587742589333144072	0.0	9.82e-11	3.85e-11	1.47e-07	6.84e-08	4.0	1.13	0.94	0.03	1.12	0.12	1.63e-10	2.44e-07	7.83
RCS2143_10724	0.303	6.68e-11	3.22e-11	1.94e-07	9.4e-08	2.49	0.42	0.9	0.02	1.24	0.06	1.18e-10	3.42e-07	7.81
