                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
148           RCS1514_08103     0.000  1.460000e-10  4.710000e-11  2.110000e-07  7.460000e-08   4.26       0.82      0.75          0.04      1.52          0.09  2.250000e-10  3.230000e-07  11.62
149    GZ587739096450269339     0.152  6.050000e-11  2.420000e-11  1.960000e-07  8.010000e-08   2.39       0.17      1.29          0.05      0.88          0.05  9.930000e-11  3.220000e-07  11.56
150    GZ587729158427967586     0.355  6.230000e-11  3.010000e-11  3.410000e-07  1.910000e-07   2.06       0.35      0.92          0.06      1.14          0.12  1.060000e-10  5.800000e-07  11.56
151           RCS1613_09492     0.000  3.870000e-12  4.390000e-12  6.330000e-07  7.130000e-07   0.56       1.67      1.07          0.02      1.07          0.03  9.330000e-12  1.530000e-06  11.56
152    GZ587742775641374736     0.128  8.980000e-11  3.090000e-11  1.670000e-07  6.210000e-08   3.17       0.65      0.93          0.05      1.08          0.08  1.410000e-10  2.620000e-07  11.56
153    GZ587742903939956872     0.399  5.380000e-11  2.420000e-11  2.660000e-07  1.520000e-07   2.12       0.34      1.01          0.05      1.02          0.08  9.190000e-11  4.540000e-07  11.51
154    GZ587742774555181215     0.489  7.430000e-11  2.820000e-11  1.710000e-07  6.780000e-08   2.76       0.49      1.16          0.06      1.13          0.07  1.200000e-10  2.750000e-07  11.47
155   GT1237667109574279383     0.434  8.950000e-11  3.310000e-11  1.920000e-07  7.310000e-08   2.87       0.52      0.93          0.05      1.32          0.10  1.430000e-10  3.060000e-07  11.47
156           RCS0310_04176     0.309  9.130000e-11  3.130000e-11  1.850000e-07  7.000000e-08   2.97       0.49      1.00          0.03      0.90          0.07  1.440000e-10  2.920000e-07  11.46
157    GZ588018253760757868     0.431  3.420000e-11  1.700000e-11  2.040000e-07  1.200000e-07   2.02       0.33      0.79          0.04      1.08          0.07  6.060000e-11  3.620000e-07  11.42
158    GZ587741490352292316     0.263  3.210000e-11  2.000000e-11  3.560000e-07  2.470000e-07   1.76       0.34      0.91          0.06      1.17          0.10  6.160000e-11  6.830000e-07  11.36
159    UN588017604136599726     0.351  3.530000e-11  1.740000e-11  2.720000e-07  1.660000e-07   1.90       0.29      0.88          0.14      1.05          0.13  6.320000e-11  4.870000e-07  11.36
160    GZ587739646739677245     0.000  8.070000e-11  2.710000e-11  1.070000e-07  3.610000e-08   5.00       0.03      0.93          0.06      1.17          0.07  1.270000e-10  1.690000e-07  11.33
161    GZ587729781199667607     0.213  5.450000e-11  2.180000e-11  1.820000e-07  8.540000e-08   2.37       0.35      0.99          0.04      1.01          0.06  8.970000e-11  3.000000e-07  11.32
162    UN587739406243397728     0.436  5.810000e-11  2.140000e-11  1.900000e-07  9.630000e-08   2.38       0.37      1.21          0.12      0.95          0.12  9.430000e-11  3.080000e-07  11.30
163    UN587736620397101101     0.099  4.000000e-11  1.920000e-11  2.500000e-07  1.440000e-07   2.00       0.30      0.88          0.03      1.13          0.06  7.010000e-11  4.380000e-07  11.27
164           RCS2143_10547     0.000  1.070000e-10  3.590000e-11  1.810000e-07  6.560000e-08   3.45       0.65      0.99          0.03      1.04          0.08  1.690000e-10  2.840000e-07  11.19
165    GZ587741727115706535     0.246  2.840000e-11  1.770000e-11  2.900000e-07  1.890000e-07   1.79       0.34      1.03          0.09      1.07          0.10  5.380000e-11  5.500000e-07  11.16
166    GZ587727942955827420     0.080  1.800000e-11  2.580000e-11  4.610000e-07  1.010000e-06   1.45       0.28      1.08          0.06      0.92          0.10  3.800000e-11  9.750000e-07  11.04
167    GZ588016878291714208     0.087  4.170000e-11  2.280000e-11  2.590000e-07  1.580000e-07   2.00       0.34      1.10          0.05      0.92          0.10  7.650000e-11  4.750000e-07  10.98
168    GZ587730772806205680     0.435  1.200000e-10  4.040000e-11  2.040000e-07  7.380000e-08   3.41       0.61      1.02          0.04      0.78          0.11  1.880000e-10  3.210000e-07  10.96
169    GZ587724198819791015     0.410  4.520000e-11  2.360000e-11  2.610000e-07  1.490000e-07   2.04       0.33      1.14          0.04      0.81          0.10  8.100000e-11  4.680000e-07  10.90
170           RCS0357_05616     0.092  5.590000e-11  2.570000e-11  2.420000e-07  1.230000e-07   2.19       0.32      0.91          0.04      1.12          0.08  9.620000e-11  4.160000e-07  10.80
171    UN587732482762998026     0.213  4.760000e-11  2.050000e-11  1.610000e-07  7.760000e-08   2.36       0.38      0.90          0.08      1.01          0.09  7.990000e-11  2.700000e-07  10.76
172    GZ587741815710285868     0.402  6.730000e-11  2.770000e-11  1.940000e-07  7.820000e-08   2.49       0.20      0.96          0.04      1.23          0.05  1.110000e-10  3.190000e-07  10.75
173    UN587735044690477141     0.302  5.150000e-11  2.420000e-11  1.850000e-07  9.290000e-08   2.31       0.38      1.14          0.07      0.79          0.08  8.900000e-11  3.190000e-07  10.73
174    GZ587742012748529726     0.272  5.750000e-11  2.310000e-11  2.020000e-07  1.020000e-07   2.33       0.35      0.82          0.05      1.21          0.06  9.590000e-11  3.370000e-07  10.72
175    GZ587733442118811917     0.379  5.320000e-11  2.140000e-11  1.630000e-07  8.120000e-08   2.44       0.44      0.94          0.08      1.13          0.10  8.740000e-11  2.690000e-07  10.71
176    GZ587742061590872305     0.300  7.990000e-11  3.040000e-11  1.900000e-07  7.680000e-08   2.71       0.41      1.18          0.07      0.81          0.12  1.300000e-10  3.100000e-07  10.71
177    GZ587736916758233444     0.165  2.290000e-11  2.120000e-11  3.100000e-07  2.200000e-07   1.68       0.43      0.78          0.04      1.52          0.11  4.820000e-11  6.530000e-07  10.62
178    GZ587725039554068634     0.294  8.450000e-11  3.520000e-11  1.680000e-07  6.200000e-08   3.01       0.39      0.73          0.03      1.49          0.05  1.360000e-10  2.690000e-07  10.61
179    GZ587735661010747524     0.405  5.100000e-11  2.270000e-11  1.740000e-07  9.270000e-08   2.35       0.44      0.97          0.11      0.96          0.10  8.640000e-11  2.940000e-07  10.59
180    UN587732137000370323     0.463  4.590000e-11  1.930000e-11  1.760000e-07  9.230000e-08   2.27       0.35      1.37          0.12      0.76          0.12  7.730000e-11  2.950000e-07  10.54
181           RCS0133_03522     0.427  6.750000e-11  2.670000e-11  1.820000e-07  8.180000e-08   2.56       0.41      1.00          0.06      1.01          0.08  1.110000e-10  3.000000e-07  10.49
182    GZ588013384352792733     0.433  6.790000e-11  2.360000e-11  1.090000e-07  4.350000e-08   3.65       0.84      1.29          0.10      0.80          0.09  1.090000e-10  1.740000e-07  10.47
183    GZ587734949665767519     0.119  6.870000e-11  3.000000e-11  2.330000e-07  1.100000e-07   2.36       0.36      1.32          0.06      0.67          0.10  1.160000e-10  3.920000e-07  10.46
184    GZ587741602023211175     0.475  7.400000e-11  2.790000e-11  1.620000e-07  6.560000e-08   2.83       0.49      1.33          0.10      0.85          0.10  1.200000e-10  2.630000e-07  10.45
185    GZ587739843775496345     0.398  5.570000e-11  2.640000e-11  2.260000e-07  1.140000e-07   2.23       0.34      0.86          0.04      1.36          0.10  9.650000e-11  3.910000e-07  10.44
186    GZ587739844851925247     0.264  8.610000e-11  3.500000e-11  2.070000e-07  7.650000e-08   2.69       0.25      0.98          0.03      1.12          0.07  1.380000e-10  3.320000e-07  10.42
187    GZ587736542548000905     0.382  4.150000e-11  2.900000e-11  2.650000e-07  1.590000e-07   1.99       0.42      0.77          0.05      1.45          0.11  7.770000e-11  4.960000e-07  10.42
188    UN588017605768511668     0.435  5.500000e-11  4.630000e-11  1.460000e-07  1.820000e-07   2.57       0.46      0.82          0.09      1.14          0.09  9.080000e-11  2.420000e-07  10.38
189           RCS1514_07677     0.000  1.160000e-10  4.730000e-11  1.540000e-07  6.320000e-08   5.00       0.01      0.83          0.04      1.33          0.09  1.820000e-10  2.430000e-07  10.36
190    GZ587735428546953331     0.395  5.030000e-11  2.040000e-11  1.700000e-07  8.370000e-08   2.36       0.35      1.26          0.09      0.77          0.09  8.410000e-11  2.850000e-07  10.36
191    GZ587738570851876963     0.461  8.020000e-11  2.910000e-11  1.680000e-07  6.870000e-08   2.91       0.53      0.89          0.05      1.21          0.08  1.290000e-10  2.700000e-07  10.36
192    GZ587742568399569006     0.157  7.770000e-11  3.880000e-11  1.030000e-07  5.220000e-08   5.00       0.09      1.18          0.07      1.02          0.07  1.250000e-10  1.660000e-07  10.35
193    GZ587734861611139210     0.273  8.150000e-11  3.050000e-11  1.830000e-07  7.480000e-08   2.79       0.45      1.24          0.07      0.95          0.11  1.320000e-10  2.970000e-07  10.20
194    GZ588016878292631763     0.438  8.370000e-11  2.960000e-11  1.110000e-07  3.940000e-08   5.00       0.01      1.06          0.05      0.94          0.08  1.340000e-10  1.790000e-07  10.19
195    UN587732136997224571     0.488  3.840000e-11  1.870000e-11  2.000000e-07  1.200000e-07   2.09       0.37      1.49          0.11      0.68          0.10  6.660000e-11  3.460000e-07  10.19
196    UN587725993040871781     0.063  1.970000e-11  1.570000e-11  3.260000e-07  2.280000e-07   1.61       0.38      0.98          0.04      1.07          0.07  4.020000e-11  6.670000e-07  10.19
197    GZ587745539969581436     0.244  6.040000e-11  2.550000e-11  2.090000e-07  1.070000e-07   2.34       0.37      1.16          0.07      0.79          0.11  1.020000e-10  3.530000e-07  10.15
198    GZ587739845385912492     0.485  6.960000e-11  2.900000e-11  2.080000e-07  9.150000e-08   2.46       0.38      0.82          0.04      1.40          0.10  1.150000e-10  3.440000e-07  10.15
199    GZ587741829652283518     0.210  8.630000e-11  3.530000e-11  1.250000e-07  5.700000e-08   4.22       0.63      0.95          0.04      1.23          0.05  1.390000e-10  2.010000e-07  10.12
200    GZ587742062149697684     0.352  5.260000e-11  2.520000e-11  2.050000e-07  1.160000e-07   2.26       0.44      0.87          0.04      1.21          0.05  9.020000e-11  3.510000e-07  10.00
201    GZ588010879835766880     0.120  4.860000e-11  2.410000e-11  2.090000e-07  1.150000e-07   2.20       0.36      0.90          0.05      1.09          0.09  8.650000e-11  3.720000e-07   9.93
202    UN587732135916339329     0.000  1.750000e-11  2.480000e-11  2.670000e-07  1.830000e-07   1.64       0.42      0.88          0.06      1.10          0.05  3.600000e-11  5.480000e-07   9.89
203    GZ587727942423281860     0.223  5.210000e-11  2.450000e-11  2.460000e-07  1.480000e-07   2.14       0.36      1.06          0.04      1.00          0.07  9.120000e-11  4.310000e-07   9.87
204    UN587732482227044456     0.325  1.050000e-11  1.260000e-11  3.360000e-07  3.050000e-07   1.37       0.62      0.85          0.07      1.10          0.08  2.380000e-11  7.670000e-07   9.86
205    UN587728930269954093     0.248  2.880000e-11  2.040000e-11  1.990000e-07  1.350000e-07   1.95       0.44      0.99          0.08      1.00          0.09  5.510000e-11  3.820000e-07   9.82
206    GZ588298662504628336     0.414  4.310000e-12  8.870000e-12  5.530000e-07  5.900000e-07   0.74       1.81      1.20          0.08      0.88          0.08  1.100000e-11  1.400000e-06   9.80
207    UN587725816419254296     0.174  1.300000e-11  1.050000e-11  2.290000e-07  1.840000e-07   1.58       0.40      1.01          0.09      1.13          0.09  2.810000e-11  4.980000e-07   9.77
208           RCS2143_11625     0.000  9.900000e-11  3.540000e-11  1.320000e-07  4.710000e-08   5.00       0.00      1.09          0.04      0.75          0.10  1.590000e-10  2.120000e-07   9.66
209    GZ587742062693515445     0.084  5.220000e-11  2.330000e-11  2.340000e-07  1.280000e-07   2.17       0.33      0.57          0.03      1.58          0.05  8.950000e-11  4.010000e-07   9.65
210           RCS0047_00217     0.380  6.290000e-11  2.820000e-11  1.990000e-07  9.900000e-08   2.41       0.42      0.93          0.05      1.12          0.07  1.080000e-10  3.410000e-07   9.65
211    GZ587725590381854969     0.400  3.520000e-11  1.880000e-11  2.080000e-07  1.230000e-07   2.02       0.34      1.09          0.05      1.05          0.09  6.330000e-11  3.740000e-07   9.62
212    GZ588017606285721719     0.485  2.880000e-11  1.900000e-11  1.900000e-07  1.220000e-07   1.97       0.38      1.13          0.13      0.88          0.12  5.600000e-11  3.690000e-07   9.62
213           RCS0310_03595     0.000  7.550000e-11  2.930000e-11  1.030000e-07  4.380000e-08   4.73       0.82      0.98          0.04      0.90          0.06  1.230000e-10  1.670000e-07   9.62
214           RCS1040_06289     0.000  5.860000e-11  2.160000e-11  7.800000e-08  2.890000e-08   5.00       0.01      1.00          0.14      0.95          0.12  9.560000e-11  1.270000e-07   9.61
215    UN588017603610607665     0.273  6.060000e-11  2.560000e-11  8.060000e-08  3.410000e-08   5.00       0.01      1.38          0.11      0.75          0.11  9.880000e-11  1.310000e-07   9.58
216    GZ587741708861243451     0.423  7.710000e-11  2.950000e-11  1.630000e-07  6.700000e-08   2.89       0.49      0.94          0.05      1.11          0.10  1.270000e-10  2.680000e-07   9.55
217    GZ588017704003764277     0.412  7.040000e-11  3.280000e-11  1.530000e-07  6.330000e-08   2.84       0.31      1.08          0.04      1.10          0.05  1.180000e-10  2.570000e-07   9.53
218    GZ588017704002584604     0.461  2.400000e-11  1.710000e-10  2.510000e-07  4.900000e-07   1.78       2.06      1.03          0.03      1.20          0.03  4.980000e-11  5.220000e-07   9.53
219           RCS1514_07614     0.000  9.030000e-11  3.400000e-11  1.640000e-07  6.340000e-08   3.22       0.66      0.85          0.03      1.31          0.08  1.470000e-10  2.670000e-07   9.52
220    UN587741533322674321     0.476  2.700000e-11  1.880000e-11  3.040000e-07  2.230000e-07   1.75       0.40      1.04          0.10      1.13          0.10  5.230000e-11  5.880000e-07   9.52
221           RCS0133_03378     0.089  4.800000e-11  2.580000e-11  2.010000e-07  1.160000e-07   2.21       0.42      1.09          0.07      0.90          0.09  8.650000e-11  3.620000e-07   9.50
222           RCS0133_01809     0.436  5.240000e-11  2.990000e-11  2.290000e-07  1.290000e-07   2.19       0.43      1.16          0.05      0.86          0.07  9.350000e-11  4.090000e-07   9.48
223           RCS0047_01140     0.333  3.610000e-11  2.330000e-11  2.590000e-07  1.790000e-07   1.94       0.40      0.94          0.04      1.13          0.06  6.950000e-11  4.970000e-07   9.47
224    GZ587724231565180996     0.376  3.300000e-11  1.940000e-11  2.800000e-07  1.860000e-07   1.86       0.32      1.02          0.04      0.98          0.10  6.360000e-11  5.390000e-07   9.46
225           RCS1645_10040     0.000  3.570000e-11  2.090000e-11  1.760000e-07  1.030000e-07   2.12       0.40      0.91          0.05      1.13          0.07  6.550000e-11  3.220000e-07   9.43
226    UN587728931879911566     0.283  2.800000e-11  1.690000e-11  2.190000e-07  1.530000e-07   1.90       0.36      1.01          0.06      0.98          0.07  5.410000e-11  4.230000e-07   9.41
227    GZ587733411525361855     0.108  1.750000e-11  1.100000e-11  2.560000e-07  1.910000e-07   1.65       0.32      0.94          0.07      1.12          0.09  3.520000e-11  5.140000e-07   9.41
228    GZ588023720708079790     0.218  6.630000e-11  2.750000e-11  1.990000e-07  9.210000e-08   2.46       0.37      0.48          0.03      2.03          0.07  1.110000e-10  3.340000e-07   9.39
229    GZ587722982817661105     0.302  9.090000e-11  3.500000e-11  1.760000e-07  7.160000e-08   3.06       0.65      0.93          0.04      1.20          0.10  1.480000e-10  2.870000e-07   9.37
